customer_id,customer_name,segment
DH-36753,Duane Huffman,Home Office
SV-207851,Stewart Visinsky,Consumer
BF-111704,Ben Ferrer,Home Office
CC-126703,Craig Carreira,Consumer
LR-169151,Lena Radford,Consumer
HG-50251,Hunter Glantz,Consumer
Co-126403,Corey-Lock,Consumer
GZ-44702,Gary Zandusky,Consumer
MG-178751,Michael Grace,Home Office
JH-158202,John Huston,Consumer
SW-102753,Scott Williamson,Consumer
MP-181753,Mike Pelletier,Home Office
SW-202452,Scot Wooten,Consumer
LW-169901,Lindsay Williams,Corporate
PS-189704,Paul Stevenson,Home Office
BM-17851,Bryan Mills,Consumer
PR-188801,Patrick Ryan,Consumer
MZ-173353,Maria Zettner,Home Office
HK-148903,Heather Kirkland,Corporate
VF-117152,Vicky Freymann,Home Office
AZ-7503,Annie Zypern,Consumer
AY-105551,Andy Yotov,Corporate
PS-190451,Penelope Sewall,Home Office
MZ-175152,Mary Zewe,Corporate
SP-206504,Stephanie Phelps,Corporate
DW-34801,Dianna Wilson,Home Office
LM-170653,Liz MacKendrick,Consumer
DK-132253,Dean Katz,Corporate
DR-128802,Dan Reichenbach,Corporate
TS-214302,Tom Stivers,Corporate
JL-158354,John Lee,Consumer
NF-184751,Neil Französisch,Home Office
EH-40051,Erica Hernandez,Home Office
LO-171701,Lori Olson,Corporate
NL-183101,Nancy Lomonaco,Home Office
DB-130601,Dave Brooks,Consumer
DR-29401,Daniel Raglin,Home Office
KT-164653,Kean Takahito,Consumer
JL-158351,John Lee,Consumer
AG-103904,Allen Goldenen,Consumer
DS-130301,Darrin Sayre,Home Office
NF-185954,Nicole Fjeld,Home Office
AB-100603,Adam Bellavance,Home Office
LE-168102,Laurel Elliston,Consumer
BE-114103,Bobby Elias,Consumer
TB-210552,Ted Butterfield,Consumer
DL-128652,Dan Lawera,Consumer
DL-133302,Denise Leinenbach,Consumer
SH-206353,Stefanie Holloman,Corporate
SL-101553,Sara Luxemburg,Home Office
BP-112304,Benjamin Patterson,Consumer
FC-42451,Frank Carlisle,Home Office
SW-202752,Scott Williamson,Consumer
BE-113353,Bill Eplett,Home Office
TS-115051,Tony Sayre,Consumer
EB-41702,Evan Bailliet,Consumer
BS-15902,Brendan Sweed,Corporate
PH-187903,Patricia Hirasaki,Home Office
EH-39452,Eric Hoffmann,Consumer
AR-5702,Anemone Ratner,Consumer
AR-105703,Anemone Ratner,Consumer
AA-103754,Allen Armold,Consumer
HF-149951,Herbert Flentye,Consumer
DB-135554,Dorothy Badders,Corporate
BD-113202,Bill Donatelli,Consumer
CK-123253,Christine Kargatis,Home Office
SO-203353,Sean O'Donnell,Consumer
BS-115901,Brendan Sweed,Corporate
CS-25051,Cindy Stewart,Consumer
GH-144101,Gary Hansen,Home Office
GT-146351,Grant Thornton,Corporate
TZ-115802,Tracy Zic,Consumer
BS-115902,Brendan Sweed,Corporate
CD-19801,Carol Darley,Consumer
AH-100304,Aaron Hawkins,Corporate
AA-6451,Anna Andreadi,Consumer
BC-111251,Becky Castell,Home Office
DB-132703,Deborah Brumfield,Home Office
LB-167954,Laurel Beltran,Home Office
PS-190453,Penelope Sewall,Home Office
TS-211604,Theresa Swint,Corporate
MB-80852,Mick Brown,Consumer
CM-24452,Chuck Magee,Consumer
BT-113054,Beth Thompson,Home Office
DA-134504,Dianna Arnett,Home Office
RP-92701,Rachel Payne,Corporate
PA-90602,Pete Armstrong,Home Office
RM-193752,Raymond Messe,Consumer
JS-59403,Joni Sundaresam,Home Office
IG-150851,Ivan Gibson,Consumer
LR-70351,Lisa Ryan,Corporate
DS-131803,David Smith,Corporate
LC-168854,Lena Creighton,Consumer
BF-10051,Barry Franz,Home Office
FW-143951,Fred Wasserman,Corporate
MY-82952,Muhammed Yedwab,Corporate
JM-55352,Jessica Myrick,Consumer
AG-103004,Aleksandra Gannaway,Corporate
PB-192102,Phillip Breyer,Corporate
AR-8252,Anthony Rawles,Corporate
CA-123103,Christine Abelman,Corporate
LC-69602,Lindsay Castell,Home Office
MH-172904,Marc Harrigan,Home Office
TT-210702,Ted Trevino,Consumer
LS-169452,Linda Southworth,Corporate
NC-186252,Noah Childs,Corporate
RF-198402,Roy Französisch,Consumer
MG-81452,Mike Gockenbach,Consumer
CV-28051,Cynthia Voltz,Corporate
MJ-177403,Max Jones,Consumer
MC-175902,Matt Collister,Corporate
AI-108554,Arianne Irving,Consumer
DC-132853,Debra Catini,Consumer
ON-187153,Odella Nelson,Corporate
DP-131653,David Philippe,Consumer
AR-105402,Andy Reiter,Consumer
GH-144251,Gary Hwang,Consumer
MY-182954,Muhammed Yedwab,Corporate
GB-145304,George Bell,Corporate
DS-131804,David Smith,Corporate
KT-64801,Kean Thornton,Consumer
BS-15901,Brendan Sweed,Corporate
CT-119952,Carol Triggs,Consumer
LA-167804,Laura Armstrong,Corporate
HG-148454,Harry Greene,Consumer
KH-163604,Katherine Hughes,Consumer
LL-168404,Lauren Leatherbury,Consumer
EH-139453,Eric Hoffmann,Consumer
HJ-148752,Heather Jas,Home Office
EM-140953,Eudokia Martin,Corporate
SG-206052,Speros Goranitis,Consumer
SS-201402,Saphhira Shifley,Corporate
CS-121751,Charles Sheldon,Corporate
GM-146952,Greg Maxwell,Corporate
RD-199302,Russell D'Ascenzo,Consumer
BG-16951,Brooke Gillingham,Corporate
JM-161954,Justin MacKendrick,Consumer
AC-6152,Ann Chong,Corporate
RD-199301,Russell D'Ascenzo,Consumer
VD-216701,Valerie Dominguez,Consumer
JF-153552,Jay Fein,Consumer
RH-194951,Rick Hansen,Consumer
RB-94352,Richard Bierner,Consumer
CS-118604,Cari Schnelling,Consumer
JK-153251,Jason Klamczynski,Corporate
GA-45151,George Ashbrook,Consumer
AR-105104,Andrew Roberts,Consumer
RH-95101,Rick Huthwaite,Home Office
PL-189251,Paul Lucas,Home Office
RD-197201,Roger Demir,Consumer
EH-39901,Erica Hackney,Consumer
TR-113251,Toby Ritter,Consumer
JH-159853,Joseph Holt,Consumer
NC-184154,Nathan Cano,Consumer
JS-159404,Joni Sundaresam,Home Office
CC-24752,Cindy Chapman,Consumer
AM-107053,Anne McFarland,Consumer
AJ-107951,Anthony Johnson,Corporate
MV-74851,Mark Van Huff,Consumer
SF-202002,Sarah Foster,Consumer
TZ-215802,Tracy Zic,Consumer
HG-148451,Harry Greene,Consumer
BS-113654,Bill Shonely,Corporate
AA-104804,Andrew Allen,Consumer
EM-142002,Evan Minnotte,Home Office
GT-47551,Guy Thornton,Consumer
DJ-134202,Denny Joy,Corporate
XP-218653,Xylona Preis,Consumer
ES-40801,Erin Smith,Corporate
PM-189404,Paul MacIntyre,Consumer
EB-138704,Emily Burns,Consumer
PF-191204,Peter Fuller,Consumer
PM-89402,Paul MacIntyre,Consumer
SC-206952,Steve Chapman,Corporate
CC-126701,Craig Carreira,Consumer
PJ-188353,Patrick Jones,Corporate
MY-73801,Maribeth Yedwab,Corporate
GD-145904,Giulietta Dortch,Corporate
TC-209801,Tamara Chand,Corporate
LB-67952,Laurel Beltran,Home Office
AS-102851,Alejandro Savely,Corporate
RO-197802,Rose O'Brian,Consumer
LD-170051,Lisa DeCherney,Consumer
HL-150402,Hunter Lopez,Consumer
CP-123403,Christine Phan,Corporate
TC-114753,Tony Chapman,Home Office
SN-207104,Steve Nguyen,Home Office
HP-148154,Harold Pawlan,Home Office
MM-172601,Magdelene Morse,Consumer
CY-27452,Craig Yedwab,Corporate
DA-134502,Dianna Arnett,Home Office
CT-119954,Carol Triggs,Consumer
RB-97051,Roger Barcio,Home Office
TB-215202,Tracy Blumstein,Consumer
CS-124603,Chuck Sachs,Consumer
DA-134503,Dianna Arnett,Home Office
NF-85952,Nicole Fjeld,Home Office
KN-64501,Kean Nguyen,Corporate
KH-166902,Kristen Hastings,Corporate
TT-212651,Tim Taslimi,Corporate
KL-165553,Kelly Lampkin,Corporate
SB-202904,Sean Braxton,Corporate
PG-188204,Patrick Gardner,Consumer
TZ-114451,Tom Zandusky,Corporate
PF-191202,Peter Fuller,Consumer
JL-151751,James Lanier,Home Office
GM-146803,Greg Matthias,Consumer
SC-204401,Shaun Chance,Corporate
AF-108854,Art Foster,Consumer
MM-180552,Michelle Moray,Consumer
PS-187601,Pamela Stobb,Consumer
MK-179051,Michael Kennedy,Corporate
BW-111102,Bart Watters,Corporate
VS-118202,Vivek Sundaresam,Consumer
GM-146804,Greg Matthias,Consumer
ML-180402,Michelle Lonsdale,Corporate
CC-125502,Clay Cheatham,Consumer
JL-58501,John Lucas,Consumer
DP-130003,Darren Powers,Consumer
RP-93901,Resi Pölking,Consumer
EH-140053,Erica Hernandez,Home Office
ON-187151,Odella Nelson,Corporate
EM-142001,Evan Minnotte,Home Office
SC-208003,Stuart Calhoun,Consumer
PG-188954,Paul Gonzalez,Consumer
HD-147854,Harold Dahlen,Home Office
SP-206502,Stephanie Phelps,Corporate
BF-112753,Beth Fritzler,Corporate
VW-217754,Victoria Wilson,Corporate
RM-193754,Raymond Messe,Consumer
AM-103601,Alice McCarthy,Corporate
RW-196303,Rob Williams,Corporate
BG-116954,Brooke Gillingham,Corporate
CS-24601,Chuck Sachs,Consumer
PB-192101,Phillip Breyer,Corporate
LD-68552,Lela Donovan,Corporate
SC-200951,Sanjit Chand,Consumer
KB-162402,Karen Bern,Corporate
MP-181752,Mike Pelletier,Home Office
CM-27151,Craig Molinari,Corporate
BP-110503,Barry Pond,Corporate
JH-159101,Jonathan Howell,Consumer
BD-115003,Bradley Drucker,Consumer
AR-108252,Anthony Rawles,Corporate
LH-69002,Lena Hernandez,Consumer
MH-80253,Michelle Huthwaite,Consumer
MH-74401,Mark Haberlin,Corporate
EH-141252,Eugene Hildebrand,Home Office
NP-183254,Naresj Patel,Consumer
BP-12302,Benjamin Patterson,Consumer
AG-102704,Alejandro Grove,Consumer
EH-140054,Erica Hernandez,Home Office
NC-186251,Noah Childs,Corporate
SG-200803,Sandra Glassco,Consumer
BD-16202,Brian DeCherney,Consumer
BS-16652,Brian Stugart,Consumer
AJ-107954,Anthony Johnson,Corporate
KW-165702,Kelly Williams,Consumer
PW-190304,Pauline Webber,Corporate
ON-87151,Odella Nelson,Corporate
RD-97202,Roger Demir,Consumer
NC-183401,Nat Carroll,Consumer
JW-152203,Jane Waco,Corporate
WB-218502,William Brown,Consumer
CC-124754,Cindy Chapman,Consumer
PA-190604,Pete Armstrong,Home Office
JM-155803,Jill Matthias,Consumer
DK-128952,Dana Kaydos,Consumer
EB-37052,Ed Braxton,Corporate
GA-145154,George Ashbrook,Consumer
DP-133902,Dennis Pardue,Home Office
BS-117554,Bruce Stewart,Consumer
SO-203352,Sean O'Donnell,Consumer
KB-166001,Ken Brennan,Corporate
EL-137351,Ed Ludwig,Home Office
AB-1051,Adrian Barton,Consumer
TT-210704,Ted Trevino,Consumer
TS-116101,Troy Staebel,Consumer
MH-174401,Mark Haberlin,Corporate
MH-176202,Matt Hagelstein,Corporate
MS-177703,Maxwell Schwartz,Consumer
AS-2253,Alan Schoenberger,Corporate
MA-179953,Michelle Arnett,Home Office
JJ-154451,Jennifer Jackson,Consumer
SG-100803,Sandra Glassco,Consumer
AB-152,Aaron Bergman,Consumer
GP-147401,Guy Phonely,Corporate
KM-163752,Katherine Murray,Home Office
TH-212351,Tiffany House,Corporate
PG-188201,Patrick Gardner,Consumer
KC-162551,Karen Carlisle,Corporate
PC-187452,Pamela Coakley,Corporate
LP-170801,Liz Pelletier,Consumer
ES-140201,Erica Smith,Consumer
TB-211903,Thomas Brumley,Home Office
MS-173653,Maribeth Schnelling,Consumer
JH-158204,John Huston,Consumer
TD-209954,Tamara Dahlen,Consumer
MA-175601,Matt Abelman,Home Office
EB-137053,Ed Braxton,Corporate
LS-72452,Lynn Smith,Consumer
MC-175904,Matt Collister,Corporate
RF-193454,Randy Ferguson,Corporate
FG-142604,Frank Gastineau,Home Office
EM-141403,Eugene Moren,Home Office
SG-106052,Speros Goranitis,Consumer
MW-182354,Mitch Willingham,Corporate
AS-100902,Adam Shillingsburg,Consumer
BT-115304,Bradley Talbott,Home Office
SC-205753,Sonia Cooley,Consumer
EP-139151,Emily Phan,Consumer
CS-19502,Carlos Soltero,Consumer
DB-134053,Denny Blanton,Consumer
EH-141854,Evan Henry,Consumer
RE-194051,Ricardo Emerson,Consumer
KM-167201,Kunst Miller,Consumer
GT-147104,Greg Tran,Consumer
SG-208903,Susan Gilcrest,Corporate
SC-200203,Sam Craven,Consumer
RP-193904,Resi Pölking,Consumer
RO-197801,Rose O'Brian,Consumer
LB-67353,Larry Blacks,Consumer
HA-149201,Helen Andreada,Consumer
MW-182351,Mitch Willingham,Corporate
DO-136451,Doug O'Connell,Consumer
DB-134051,Denny Blanton,Consumer
EH-139901,Erica Hackney,Consumer
LL-68401,Lauren Leatherbury,Consumer
FA-142303,Frank Atkinson,Corporate
PB-192103,Phillip Breyer,Corporate
Co-26401,Corey-Lock,Consumer
BW-110654,Barry Weirich,Consumer
JL-152354,Janet Lee,Consumer
AG-104951,Andrew Gjertsen,Corporate
CS-118602,Cari Schnelling,Consumer
BD-117701,Bryan Davis,Consumer
Dp-132404,Dean percer,Home Office
HF-149954,Herbert Flentye,Consumer
SG-204703,Sheri Gordon,Consumer
LE-168104,Laurel Elliston,Consumer
MH-177854,Maya Herman,Corporate
MG-82053,Mitch Gastineau,Corporate
LH-170202,Lisa Hazard,Consumer
JB-160002,Joy Bell-,Consumer
EM-139601,Eric Murdock,Consumer
SJ-205003,Shirley Jackson,Consumer
PJ-188354,Patrick Jones,Corporate
HP-148153,Harold Pawlan,Home Office
MM-172604,Magdelene Morse,Consumer
SS-204104,Shahid Shariari,Consumer
JS-158801,John Stevenson,Consumer
AI-8552,Arianne Irving,Consumer
ST-205301,Shui Tom,Consumer
EB-138404,Ellis Ballard,Corporate
LC-170503,Liz Carlisle,Consumer
LW-168254,Laurel Workman,Corporate
FH-143651,Fred Hopkins,Corporate
MC-174254,Mark Cousins,Corporate
TC-212952,Toby Carlisle,Consumer
JE-157151,Joe Elijah,Consumer
JG-151604,James Galang,Consumer
PW-192403,Pierre Wener,Consumer
JR-157002,Jocasta Rupert,Consumer
PF-191203,Peter Fuller,Consumer
LD-168553,Lela Donovan,Corporate
MD-73501,Maribeth Dona,Consumer
CM-27152,Craig Molinari,Corporate
ME-173201,Maria Etezadi,Home Office
JK-156254,Jim Karlsson,Consumer
AH-104651,Amy Hunt,Consumer
LT-171104,Liz Thompson,Consumer
DW-134804,Dianna Wilson,Home Office
MC-181302,Mike Caudle,Corporate
EB-139301,Eric Barreto,Consumer
AJ-9451,Ashley Jarboe,Consumer
AA-3753,Allen Armold,Consumer
MC-174251,Mark Cousins,Corporate
LT-171102,Liz Thompson,Consumer
CB-125353,Claudia Bergmann,Corporate
NZ-185653,Nick Zandusky,Home Office
WB-118502,William Brown,Consumer
CR-126254,Corey Roper,Home Office
MM-182803,Muhammed MacIntyre,Corporate
YS-218803,Yana Sorensen,Corporate
MF-182502,Monica Federle,Corporate
PA-190603,Pete Armstrong,Home Office
AJ-107952,Anthony Johnson,Corporate
BS-117551,Bruce Stewart,Consumer
SW-207552,Steven Ward,Corporate
CJ-120103,Caroline Jumper,Consumer
BM-11401,Becky Martin,Consumer
AT-104351,Alyssa Tate,Home Office
BV-112452,Benjamin Venier,Corporate
JG-158051,John Grady,Corporate
BK-112603,Berenike Kampe,Consumer
JL-151302,Jack Lebron,Consumer
RB-194651,Rick Bensley,Home Office
DW-135851,Dorothy Wardle,Corporate
RH-196002,Rob Haberlin,Consumer
AY-105553,Andy Yotov,Corporate
RB-197954,Ross Baird,Home Office
RE-194504,Richard Eichhorn,Consumer
RW-96901,Robert Waldorf,Consumer
CC-25502,Clay Cheatham,Consumer
BD-16352,Brian Derr,Consumer
TB-212803,Toby Braunhardt,Consumer
AR-103453,Alex Russell,Corporate
DW-135853,Dorothy Wardle,Corporate
FW-43951,Fred Wasserman,Corporate
EM-141401,Eugene Moren,Home Office
SC-207254,Steven Cartwright,Consumer
NH-186102,Nicole Hansen,Corporate
SC-207701,Stewart Carmichael,Corporate
PP-89551,Paul Prost,Home Office
SF-200651,Sandra Flanagan,Consumer
RS-98701,Roy Skaria,Home Office
SV-209351,Susan Vittorini,Consumer
EB-39301,Eric Barreto,Consumer
AT-4351,Alyssa Tate,Home Office
IM-150553,Ionia McGrath,Consumer
JD-157903,John Dryer,Consumer
BT-114404,Bobby Trafton,Consumer
MG-178752,Michael Grace,Home Office
RB-193603,Raymond Buch,Consumer
GH-144103,Gary Hansen,Home Office
GK-146202,Grace Kelly,Corporate
LA-167803,Laura Armstrong,Corporate
KB-163153,Karl Braun,Consumer
GT-146354,Grant Thornton,Corporate
EH-140052,Erica Hernandez,Home Office
SB-201852,Sarah Brown,Consumer
BM-117854,Bryan Mills,Consumer
LE-68101,Laurel Elliston,Consumer
CM-121901,Charlotte Melton,Consumer
AS-100451,Aaron Smayling,Corporate
BP-112903,Beth Paige,Consumer
DB-132102,Dean Braden,Consumer
SB-201704,Sarah Bern,Consumer
AC-106602,Anna Chung,Consumer
ML-182652,Muhammed Lee,Consumer
AF-108852,Art Foster,Consumer
JL-158353,John Lee,Consumer
VT-217004,Valerie Takahito,Home Office
AT-107351,Annie Thurman,Consumer
BS-113802,Bill Stewart,Corporate
GW-46051,Giulietta Weimer,Consumer
JK-152051,Jamie Kunitz,Consumer
SN-105601,Skye Norling,Home Office
CL-118902,Carl Ludwig,Consumer
JS-156852,Jim Sink,Corporate
TB-213551,Todd Boyes,Corporate
DK-128953,Dana Kaydos,Consumer
ED-138852,Emily Ducich,Home Office
NR-185501,Nick Radford,Consumer
TS-113702,Todd Sumrall,Corporate
MK-179052,Michael Kennedy,Corporate
EH-141251,Eugene Hildebrand,Home Office
CA-27752,Cynthia Arntzen,Consumer
KH-163603,Katherine Hughes,Consumer
DB-132103,Dean Braden,Consumer
CB-24152,Christy Brittain,Consumer
NC-184152,Nathan Cano,Consumer
EJ-141552,Eva Jacobs,Consumer
MT-80702,Michelle Tran,Home Office
SC-208453,Sung Chung,Consumer
VT-217002,Valerie Takahito,Home Office
NR-185504,Nick Radford,Consumer
SP-208603,Sung Pak,Corporate
BD-116053,Brian Dahlen,Consumer
BP-110954,Bart Pistole,Corporate
EB-139753,Erica Bern,Corporate
NK-184902,Neil Knudson,Home Office
RH-195102,Rick Huthwaite,Home Office
SU-206653,Stephanie Ulpright,Home Office
AA-3152,Alex Avila,Consumer
TC-109802,Tamara Chand,Corporate
RD-194804,Rick Duston,Consumer
EM-138103,Eleni McCrary,Corporate
CS-124903,Cindy Schnelling,Corporate
AH-105852,Angele Hood,Consumer
EJ-41551,Eva Jacobs,Consumer
CS-119504,Carlos Soltero,Consumer
BV-12451,Benjamin Venier,Corporate
GH-144252,Gary Hwang,Consumer
BP-11553,Becky Pak,Consumer
SW-203501,Sean Wendt,Home Office
SM-203201,Sean Miller,Home Office
TW-210253,Tamara Willingham,Home Office
BH-117104,Brosina Hoffman,Consumer
VP-217303,Victor Preis,Home Office
SH-199752,Sally Hughsby,Corporate
HG-150253,Hunter Glantz,Consumer
CW-119054,Carl Weiss,Home Office
FO-143054,Frank Olsen,Consumer
RD-198102,Ross DeVincentis,Home Office
HD-147852,Harold Dahlen,Home Office
LT-71102,Liz Thompson,Consumer
VM-216853,Valerie Mitchum,Home Office
GP-147402,Guy Phonely,Corporate
JK-152053,Jamie Kunitz,Consumer
JF-54151,Jennifer Ferguson,Consumer
CM-124454,Chuck Magee,Consumer
IL-51002,Ivan Liston,Consumer
RA-199152,Russell Applegate,Consumer
ER-138553,Elpida Rittenbach,Corporate
AH-100752,Adam Hart,Corporate
MC-172752,Marc Crier,Consumer
JM-155351,Jessica Myrick,Consumer
HK-148904,Heather Kirkland,Corporate
JD-160153,Joy Daniels,Consumer
JM-161951,Justin MacKendrick,Consumer
AR-103451,Alex Russell,Corporate
AG-3901,Allen Goldenen,Consumer
SC-208001,Stuart Calhoun,Consumer
EH-139903,Erica Hackney,Consumer
FM-142151,Filia McAdams,Corporate
AJ-7951,Anthony Johnson,Corporate
TS-210853,Thais Sissman,Consumer
TB-213552,Todd Boyes,Corporate
SC-208452,Sung Chung,Consumer
CR-128203,Cyra Reiten,Home Office
MT-178153,Meg Tillman,Consumer
BD-117253,Bruce Degenhardt,Consumer
SF-202003,Sarah Foster,Consumer
BD-115603,Brendan Dodson,Home Office
SM-200052,Sally Matthias,Consumer
RB-197051,Roger Barcio,Home Office
LC-168702,Lena Cacioppo,Consumer
AW-108403,Anthony Witt,Consumer
JE-54752,Jeremy Ellison,Consumer
JO-151452,Jack O'Briant,Corporate
TZ-215801,Tracy Zic,Consumer
HE-148002,Harold Engle,Corporate
KD-64952,Keith Dawkins,Corporate
RB-193302,Randy Bradley,Consumer
KH-66903,Kristen Hastings,Corporate
GH-146653,Greg Hansen,Consumer
EH-40052,Erica Hernandez,Home Office
JW-159553,Joni Wasserman,Consumer
SR-204254,Sharelle Roach,Home Office
GH-146651,Greg Hansen,Consumer
PF-91652,Philip Fox,Consumer
GM-46952,Greg Maxwell,Corporate
TS-213701,Todd Sumrall,Corporate
JK-53701,Jay Kimmel,Consumer
KL-165554,Kelly Lampkin,Corporate
NF-183852,Natalie Fritzler,Consumer
PJ-90152,Pauline Johnson,Consumer
KM-163753,Katherine Murray,Home Office
RS-97651,Roland Schwarz,Corporate
DP-33901,Dennis Pardue,Home Office
CC-24751,Cindy Chapman,Consumer
KC-165403,Kelly Collister,Consumer
PS-187604,Pamela Stobb,Consumer
TS-211602,Theresa Swint,Corporate
EJ-137203,Ed Jacobs,Consumer
SC-205754,Sonia Cooley,Consumer
JG-151601,James Galang,Consumer
JF-155652,Jill Fjeld,Consumer
JE-154752,Jeremy Ellison,Consumer
VG-218052,Vivek Grady,Corporate
KB-163152,Karl Braun,Consumer
AB-101653,Alan Barnes,Consumer
JG-151152,Jack Garza,Consumer
RE-194501,Richard Eichhorn,Consumer
RP-92702,Rachel Payne,Corporate
LS-169752,Lindsay Shagiari,Home Office
KB-165853,Ken Black,Corporate
ME-173202,Maria Etezadi,Home Office
AH-100302,Aaron Hawkins,Corporate
DB-136604,Duane Benoit,Consumer
ED-38851,Emily Ducich,Home Office
CC-21451,Charles Crestani,Consumer
GH-144254,Gary Hwang,Consumer
CS-124601,Chuck Sachs,Consumer
KN-164503,Kean Nguyen,Corporate
JM-152652,Janet Molinari,Corporate
JF-154154,Jennifer Ferguson,Consumer
SW-207553,Steven Ward,Corporate
DF-31352,David Flashing,Consumer
JD-160152,Joy Daniels,Consumer
AR-3451,Alex Russell,Corporate
LO-171703,Lori Olson,Corporate
MC-181004,Mick Crebagga,Consumer
CM-124453,Chuck Magee,Consumer
SM-109502,Suzanne McNair,Corporate
JK-160902,Juliana Krohn,Consumer
JL-55052,Jeremy Lonsdale,Consumer
BD-115602,Brendan Dodson,Home Office
DJ-135103,Don Jones,Corporate
JH-159852,Joseph Holt,Consumer
PJ-188351,Patrick Jones,Corporate
BB-109903,Barry Blumstein,Corporate
RB-194653,Rick Bensley,Home Office
Co-126404,Corey-Lock,Consumer
PJ-188352,Patrick Jones,Corporate
TT-112202,Thomas Thornton,Consumer
KN-67051,Kristina Nunn,Home Office
CL-25651,Clay Ludtke,Consumer
VG-218053,Vivek Grady,Corporate
SP-106202,Stefania Perrino,Corporate
SM-209502,Suzanne McNair,Corporate
BE-14102,Bobby Elias,Consumer
TB-212804,Toby Braunhardt,Consumer
SZ-200353,Sam Zeldin,Home Office
NW-184004,Natalie Webber,Consumer
NC-185351,Nick Crebassa,Corporate
JP-161351,Julie Prescott,Home Office
AA-4801,Andrew Allen,Consumer
JA-159702,Joseph Airdo,Consumer
CT-119951,Carol Triggs,Consumer
FW-43952,Fred Wasserman,Corporate
AI-108551,Arianne Irving,Consumer
CV-128052,Cynthia Voltz,Corporate
TC-214753,Tony Chapman,Home Office
CS-121302,Chad Sievert,Consumer
ES-40802,Erin Smith,Corporate
SC-202301,Scot Coram,Corporate
TB-116252,Trudy Brown,Consumer
SC-207702,Stewart Carmichael,Corporate
SV-208153,Stuart Van,Corporate
RR-193151,Ralph Ritter,Consumer
AA-106454,Anna Andreadi,Consumer
SC-206953,Steve Chapman,Corporate
GW-146051,Giulietta Weimer,Consumer
AR-104051,Allen Rosenblatt,Corporate
QJ-92552,Quincy Jones,Corporate
FM-143803,Fred McMath,Consumer
DC-132852,Debra Catini,Consumer
DV-134654,Dianna Vittorini,Consumer
JE-157454,Joel Eaton,Consumer
ML-77552,Max Ludwig,Home Office
EB-39751,Erica Bern,Corporate
JD-61502,Justin Deggeller,Corporate
GR-145603,Georgia Rosenberg,Corporate
DE-32551,Deanra Eno,Home Office
DL-133304,Denise Leinenbach,Consumer
AG-5251,Andy Gerbode,Corporate
MV-174853,Mark Van Huff,Consumer
SV-209353,Susan Vittorini,Consumer
DO-34352,Denny Ordway,Consumer
AH-4652,Amy Hunt,Consumer
TS-214301,Tom Stivers,Corporate
BS-116654,Brian Stugart,Consumer
TB-215201,Tracy Blumstein,Consumer
BP-112303,Benjamin Patterson,Consumer
CS-124003,Christopher Schild,Home Office
LP-170804,Liz Pelletier,Consumer
JH-58202,John Huston,Consumer
CC-22202,Chris Cortes,Consumer
MS-175303,MaryBeth Skach,Consumer
AA-104801,Andrew Allen,Consumer
LD-170052,Lisa DeCherney,Consumer
PB-191503,Philip Brown,Consumer
AG-109002,Arthur Gainer,Consumer
JG-53101,Jason Gross,Corporate
BW-11102,Bart Watters,Corporate
NS-186404,Noel Staavos,Corporate
GK-146204,Grace Kelly,Corporate
PK-190753,Pete Kriz,Consumer
SP-208602,Sung Pak,Corporate
CT-119953,Carol Triggs,Consumer
BW-112002,Ben Wallace,Consumer
LM-170654,Liz MacKendrick,Consumer
RP-193902,Resi Pölking,Consumer
NB-85802,Nicole Brennan,Corporate
JD-160151,Joy Daniels,Consumer
SC-206802,Steve Carroll,Home Office
EP-39152,Emily Phan,Consumer
JD-160603,Julia Dunbar,Consumer
NR-185503,Nick Radford,Consumer
VB-217453,Victoria Brennan,Corporate
CD-122803,Christina DeMoss,Consumer
SC-205751,Sonia Cooley,Consumer
TC-114751,Tony Chapman,Home Office
CR-126251,Corey Roper,Home Office
KB-165852,Ken Black,Corporate
RA-192853,Ralph Arnett,Consumer
CP-20853,Cathy Prescott,Corporate
MY-173803,Maribeth Yedwab,Corporate
RA-198852,Ruben Ausman,Corporate
KW-165701,Kelly Williams,Consumer
MM-182801,Muhammed MacIntyre,Corporate
RW-196304,Rob Williams,Corporate
JP-161352,Julie Prescott,Home Office
TA-213851,Tom Ashbrook,Home Office
CA-127754,Cynthia Arntzen,Consumer
AC-106151,Ann Chong,Corporate
SM-103202,Sean Miller,Home Office
DR-129402,Daniel Raglin,Home Office
TT-214603,Tonja Turnell,Home Office
LL-168402,Lauren Leatherbury,Consumer
SB-202901,Sean Braxton,Corporate
SC-204402,Shaun Chance,Corporate
BS-117553,Bruce Stewart,Consumer
AG-102703,Alejandro Grove,Consumer
PB-91502,Philip Brown,Consumer
FP-143201,Frank Preis,Consumer
GZ-45453,George Zrebassa,Corporate
SN-105603,Skye Norling,Home Office
EH-141853,Evan Henry,Consumer
DL-34952,Dionis Lloyd,Corporate
MS-178302,Melanie Seite,Consumer
DL-128654,Dan Lawera,Consumer
KH-165102,Keith Herrera,Consumer
KE-64202,Katrina Edelman,Corporate
KN-167053,Kristina Nunn,Home Office
BF-111701,Ben Ferrer,Home Office
SK-199903,Sally Knutson,Consumer
JE-157153,Joe Elijah,Consumer
BD-116204,Brian DeCherney,Consumer
PM-191351,Peter McVee,Home Office
MS-179804,Michael Stewart,Corporate
NG-184301,Nathan Gelder,Consumer
RA-199154,Russell Applegate,Consumer
