customer_id,customer_name,segment,recency,frequency,monetary,rfm_score,customer_segment
DW-135851,Dorothy Wardle,Corporate,6,11,4415,555,Champions
RH-196002,Rob Haberlin,Consumer,49,8,954,452,Champions
AY-105553,Andy Yotov,Corporate,640,4,1125,122,Lost Customers
RB-197954,Ross Baird,Home Office,33,8,5224,555,Champions
RE-194504,Richard Eichhorn,Consumer,303,5,878,232,At Risk
RW-96901,Robert Waldorf,Consumer,1205,2,294,111,Lost Customers
CC-25502,Clay Cheatham,Consumer,1219,2,1112,112,Lost Customers
BD-16352,Brian Derr,Consumer,325,5,5095,235,At Risk
TB-212803,Toby Braunhardt,Consumer,58,12,5967,455,Champions
AR-103453,Alex Russell,Corporate,316,4,1607,223,Lost Customers
DW-135853,Dorothy Wardle,Corporate,83,11,5034,355,Loyal Customers
FW-43951,Fred Wasserman,Corporate,692,3,683,122,Lost Customers
EM-141401,Eugene Moren,Home Office,176,9,10563,255,At Risk
SC-207254,Steven Cartwright,Consumer,188,11,5226,255,At Risk
NH-186102,Nicole Hansen,Corporate,71,5,4807,435,Loyal Customers
SC-207701,Stewart Carmichael,Corporate,197,10,5029,255,At Risk
PP-89551,Paul Prost,Home Office,1065,2,232,111,Lost Customers
SF-200651,Sandra Flanagan,Consumer,59,5,1574,433,Loyal Customers
RS-98701,Roy Skaria,Home Office,21,4,467,531,Loyal Customers
SV-209351,Susan Vittorini,Consumer,17,10,8174,555,Champions
EB-39301,Eric Barreto,Consumer,31,4,1462,523,Potential/Others
AT-4351,Alyssa Tate,Home Office,213,4,540,221,Lost Customers
IM-150553,Ionia McGrath,Consumer,260,3,564,222,Lost Customers
JD-157903,John Dryer,Consumer,16,8,3104,554,Champions
BT-114404,Bobby Trafton,Consumer,561,4,605,122,Lost Customers
MG-178752,Michael Grace,Home Office,52,11,6604,455,Champions
RB-193603,Raymond Buch,Consumer,174,5,463,231,At Risk
GH-144103,Gary Hansen,Home Office,91,10,2856,354,Loyal Customers
GK-146202,Grace Kelly,Corporate,80,5,3307,334,Loyal Customers
LA-167803,Laura Armstrong,Corporate,84,2,832,312,Potential/Others
KB-163153,Karl Braun,Consumer,933,5,3834,134,At Risk
GT-146354,Grant Thornton,Corporate,57,3,9351,425,Potential/Others
EH-140052,Erica Hernandez,Home Office,15,4,4728,525,Potential/Others
SB-201852,Sarah Brown,Consumer,136,13,6429,355,Loyal Customers
BM-117854,Bryan Mills,Consumer,219,10,1338,252,At Risk
LE-68101,Laurel Elliston,Consumer,64,6,1050,442,Champions
CM-121901,Charlotte Melton,Consumer,94,5,2052,333,Loyal Customers
AS-100451,Aaron Smayling,Corporate,77,5,2056,333,Loyal Customers
BP-112903,Beth Paige,Consumer,258,9,2908,254,At Risk
DB-132102,Dean Braden,Consumer,8,5,6544,535,Loyal Customers
SB-201704,Sarah Bern,Consumer,202,3,1348,222,Lost Customers
AC-106602,Anna Chung,Consumer,152,6,2234,333,Loyal Customers
ML-182652,Muhammed Lee,Consumer,189,9,7379,255,At Risk
AF-108852,Art Foster,Consumer,163,13,5880,255,At Risk
JL-158353,John Lee,Consumer,192,6,2707,244,At Risk
VT-217004,Valerie Takahito,Home Office,1001,2,1736,113,Lost Customers
AT-107351,Annie Thurman,Consumer,78,4,2586,324,Potential/Others
BS-113802,Bill Stewart,Corporate,94,4,1671,323,Potential/Others
GW-46051,Giulietta Weimer,Consumer,475,5,565,132,At Risk
JK-152051,Jamie Kunitz,Consumer,420,5,1000,132,At Risk
SN-105601,Skye Norling,Home Office,381,2,729,112,Lost Customers
CL-118902,Carl Ludwig,Consumer,14,6,2709,534,Loyal Customers
JS-156852,Jim Sink,Corporate,193,7,1746,243,At Risk
TB-213551,Todd Boyes,Corporate,241,3,2568,224,Lost Customers
DK-128953,Dana Kaydos,Consumer,273,7,5157,245,At Risk
ED-138852,Emily Ducich,Home Office,16,8,3080,554,Champions
NR-185501,Nick Radford,Consumer,3,10,4196,554,Champions
TS-113702,Todd Sumrall,Corporate,19,6,4243,544,Champions
MK-179052,Michael Kennedy,Corporate,22,5,2601,534,Loyal Customers
EH-141251,Eugene Hildebrand,Home Office,103,8,4073,354,Loyal Customers
CA-27752,Cynthia Arntzen,Consumer,310,2,743,212,Lost Customers
KH-163603,Katherine Hughes,Consumer,6,10,1958,553,Champions
DB-132103,Dean Braden,Consumer,22,5,2689,534,Loyal Customers
CB-24152,Christy Brittain,Consumer,517,3,1169,122,Lost Customers
NC-184152,Nathan Cano,Consumer,190,4,2335,223,Lost Customers
EJ-141552,Eva Jacobs,Consumer,49,6,2313,443,Champions
MT-80702,Michelle Tran,Home Office,621,4,2025,123,Lost Customers
SC-208453,Sung Chung,Consumer,9,12,3341,554,Champions
VT-217002,Valerie Takahito,Home Office,8,8,1496,553,Champions
NR-185504,Nick Radford,Consumer,211,5,2368,233,At Risk
SP-208603,Sung Pak,Corporate,206,8,3553,254,At Risk
BD-116053,Brian Dahlen,Consumer,992,3,926,112,Lost Customers
BP-110954,Bart Pistole,Corporate,18,12,2442,553,Champions
EB-139753,Erica Bern,Corporate,1,13,4883,555,Champions
NK-184902,Neil Knudson,Home Office,27,6,1104,542,Champions
RH-195102,Rick Huthwaite,Home Office,161,5,1519,233,At Risk
SU-206653,Stephanie Ulpright,Home Office,35,6,1607,443,Champions
AA-3152,Alex Avila,Consumer,3,6,2234,533,Loyal Customers
TC-109802,Tamara Chand,Corporate,48,6,2650,444,Champions
RD-194804,Rick Duston,Consumer,73,8,4272,454,Champions
EM-138103,Eleni McCrary,Corporate,104,8,2290,353,Loyal Customers
CS-124903,Cindy Schnelling,Corporate,84,10,5698,355,Loyal Customers
AH-105852,Angele Hood,Consumer,184,5,1615,233,At Risk
EJ-41551,Eva Jacobs,Consumer,23,3,1841,523,Potential/Others
CS-119504,Carlos Soltero,Consumer,26,11,3038,554,Champions
BV-12451,Benjamin Venier,Corporate,129,3,685,312,Potential/Others
GH-144252,Gary Hwang,Consumer,20,11,6292,555,Champions
BP-11553,Becky Pak,Consumer,262,4,850,222,Lost Customers
SW-203501,Sean Wendt,Home Office,69,6,3791,444,Champions
SM-203201,Sean Miller,Home Office,22,4,1002,532,Loyal Customers
TW-210253,Tamara Willingham,Home Office,687,5,785,132,At Risk
BH-117104,Brosina Hoffman,Consumer,24,8,6256,545,Champions
VP-217303,Victor Preis,Home Office,69,8,3100,454,Champions
SH-199752,Sally Hughsby,Corporate,104,4,1390,333,Loyal Customers
HG-150253,Hunter Glantz,Consumer,7,7,2211,543,Champions
CW-119054,Carl Weiss,Home Office,23,6,1138,532,Loyal Customers
FO-143054,Frank Olsen,Consumer,39,10,2681,454,Champions
RD-198102,Ross DeVincentis,Home Office,913,5,1286,132,At Risk
HD-147852,Harold Dahlen,Home Office,99,6,3591,344,Loyal Customers
LT-71102,Liz Thompson,Consumer,78,2,379,311,Potential/Others
VM-216853,Valerie Mitchum,Home Office,33,10,3452,454,Champions
GP-147402,Guy Phonely,Corporate,9,9,3409,554,Champions
JK-152053,Jamie Kunitz,Consumer,71,8,2584,454,Champions
JF-54151,Jennifer Ferguson,Consumer,38,6,6470,445,Champions
CM-124454,Chuck Magee,Consumer,437,3,287,121,Lost Customers
IL-51002,Ivan Liston,Consumer,602,4,685,122,Lost Customers
RA-199152,Russell Applegate,Consumer,125,4,4488,335,Loyal Customers
ER-138553,Elpida Rittenbach,Corporate,134,7,1537,343,Loyal Customers
AH-100752,Adam Hart,Corporate,31,9,4526,555,Champions
MC-172752,Marc Crier,Consumer,108,9,2843,354,Loyal Customers
JM-155351,Jessica Myrick,Consumer,24,7,3973,544,Champions
HK-148904,Heather Kirkland,Corporate,152,8,4877,255,At Risk
JD-160153,Joy Daniels,Consumer,213,7,3966,244,At Risk
JM-161951,Justin MacKendrick,Consumer,203,8,2539,254,At Risk
AR-103451,Alex Russell,Corporate,103,9,4462,355,Loyal Customers
AG-3901,Allen Goldenen,Consumer,1121,2,414,111,Lost Customers
SC-208001,Stuart Calhoun,Consumer,204,6,6147,245,At Risk
EH-139903,Erica Hackney,Consumer,68,7,862,442,Champions
FM-142151,Filia McAdams,Corporate,219,7,4305,245,At Risk
AJ-7951,Anthony Johnson,Corporate,37,5,1276,432,Loyal Customers
TS-210853,Thais Sissman,Consumer,269,9,2015,253,At Risk
TB-213552,Todd Boyes,Corporate,215,2,792,212,Lost Customers
SC-208452,Sung Chung,Consumer,37,5,3289,434,Loyal Customers
CR-128203,Cyra Reiten,Home Office,65,9,6434,455,Champions
MT-178153,Meg Tillman,Consumer,64,5,2446,433,Loyal Customers
BD-117253,Bruce Degenhardt,Consumer,5,10,4035,554,Champions
SF-202003,Sarah Foster,Consumer,115,5,2380,333,Loyal Customers
BD-115603,Brendan Dodson,Home Office,8,6,2756,534,Loyal Customers
SM-200052,Sally Matthias,Consumer,232,7,2741,244,At Risk
RB-197051,Roger Barcio,Home Office,134,5,4923,335,Loyal Customers
LC-168702,Lena Cacioppo,Consumer,495,3,1392,123,Lost Customers
AW-108403,Anthony Witt,Consumer,428,9,3480,154,At Risk
JE-54752,Jeremy Ellison,Consumer,28,5,734,532,Loyal Customers
JO-151452,Jack O'Briant,Corporate,276,7,4024,244,At Risk
TZ-215801,Tracy Zic,Consumer,246,3,545,221,Lost Customers
HE-148002,Harold Engle,Corporate,13,6,2874,544,Champions
KD-64952,Keith Dawkins,Corporate,713,2,517,111,Lost Customers
RB-193302,Randy Bradley,Consumer,16,12,8650,555,Champions
KH-66903,Kristen Hastings,Corporate,269,3,1241,222,Lost Customers
GH-146653,Greg Hansen,Consumer,36,6,2359,443,Champions
EH-40052,Erica Hernandez,Home Office,197,3,1654,223,Lost Customers
JW-159553,Joni Wasserman,Consumer,133,7,683,342,Loyal Customers
SR-204254,Sharelle Roach,Home Office,9,5,3234,534,Loyal Customers
GH-146651,Greg Hansen,Consumer,68,13,5986,455,Champions
PF-91652,Philip Fox,Consumer,126,4,476,331,Loyal Customers
GM-46952,Greg Maxwell,Corporate,223,4,317,221,Lost Customers
TS-213701,Todd Sumrall,Corporate,70,6,3242,444,Champions
JK-53701,Jay Kimmel,Consumer,145,4,2350,323,Potential/Others
KL-165554,Kelly Lampkin,Corporate,17,8,5019,555,Champions
NF-183852,Natalie Fritzler,Consumer,8,13,9656,555,Champions
PJ-90152,Pauline Johnson,Consumer,197,6,5990,245,At Risk
KM-163753,Katherine Murray,Home Office,3,8,1813,553,Champions
RS-97651,Roland Schwarz,Corporate,146,4,960,332,Loyal Customers
DP-33901,Dennis Pardue,Home Office,1255,2,714,112,Lost Customers
CC-24751,Cindy Chapman,Consumer,346,4,2488,123,Lost Customers
KC-165403,Kelly Collister,Consumer,54,9,6577,455,Champions
PS-187604,Pamela Stobb,Consumer,108,6,2182,343,Loyal Customers
TS-211602,Theresa Swint,Corporate,106,6,1037,342,Loyal Customers
EJ-137203,Ed Jacobs,Consumer,121,8,2136,353,Loyal Customers
SC-205754,Sonia Cooley,Consumer,93,5,902,332,Loyal Customers
JG-151601,James Galang,Consumer,31,8,1631,553,Champions
JF-155652,Jill Fjeld,Consumer,106,12,8700,355,Loyal Customers
JE-154752,Jeremy Ellison,Consumer,36,6,1173,442,Champions
VG-218052,Vivek Grady,Corporate,5,5,2410,533,Loyal Customers
KB-163152,Karl Braun,Consumer,69,7,3956,444,Champions
AB-101653,Alan Barnes,Consumer,61,5,668,432,Loyal Customers
JG-151152,Jack Garza,Consumer,418,5,5396,135,At Risk
RE-194501,Richard Eichhorn,Consumer,24,7,4319,545,Champions
RP-92702,Rachel Payne,Corporate,287,4,1037,232,At Risk
LS-169752,Lindsay Shagiari,Home Office,54,3,1123,422,Potential/Others
KB-165853,Ken Black,Corporate,541,4,926,122,Lost Customers
ME-173202,Maria Etezadi,Home Office,55,10,6977,455,Champions
AH-100302,Aaron Hawkins,Corporate,29,8,3973,544,Champions
DB-136604,Duane Benoit,Consumer,13,7,1156,542,Champions
ED-38851,Emily Ducich,Home Office,756,2,166,111,Lost Customers
CC-21451,Charles Crestani,Consumer,777,3,671,122,Lost Customers
GH-144254,Gary Hwang,Consumer,51,4,4172,424,Potential/Others
CS-124601,Chuck Sachs,Consumer,296,7,8390,245,At Risk
KN-164503,Kean Nguyen,Corporate,387,4,4252,124,Lost Customers
JM-152652,Janet Molinari,Corporate,385,6,1096,142,At Risk
JF-154154,Jennifer Ferguson,Consumer,3,6,2371,543,Champions
SW-207553,Steven Ward,Corporate,146,12,6683,355,Loyal Customers
DF-31352,David Flashing,Consumer,926,2,252,111,Lost Customers
JD-160152,Joy Daniels,Consumer,57,6,932,442,Champions
AR-3451,Alex Russell,Corporate,696,3,1243,112,Lost Customers
LO-171703,Lori Olson,Corporate,120,5,2462,333,Loyal Customers
MC-181004,Mick Crebagga,Consumer,42,10,2220,453,Champions
CM-124453,Chuck Magee,Consumer,16,11,3473,554,Champions
SM-109502,Suzanne McNair,Corporate,105,7,1223,342,Loyal Customers
JK-160902,Juliana Krohn,Consumer,9,11,3514,554,Champions
JL-55052,Jeremy Lonsdale,Consumer,342,2,1803,213,Lost Customers
BD-115602,Brendan Dodson,Home Office,76,7,5213,445,Champions
DJ-135103,Don Jones,Corporate,85,10,5736,355,Loyal Customers
JH-159852,Joseph Holt,Consumer,12,6,2652,544,Champions
PJ-188351,Patrick Jones,Corporate,104,3,2704,324,Potential/Others
BB-109903,Barry Blumstein,Corporate,52,9,1790,453,Champions
RB-194653,Rick Bensley,Home Office,1,10,3867,554,Champions
Co-126404,Corey-Lock,Consumer,550,5,1300,132,At Risk
PJ-188352,Patrick Jones,Corporate,115,3,8509,325,Potential/Others
TT-112202,Thomas Thornton,Consumer,292,5,681,232,At Risk
KN-67051,Kristina Nunn,Home Office,1291,1,318,111,Lost Customers
CL-25651,Clay Ludtke,Consumer,206,4,2713,224,Lost Customers
VG-218053,Vivek Grady,Corporate,3,6,4084,544,Champions
SP-106202,Stefania Perrino,Corporate,304,3,223,221,Lost Customers
SM-209502,Suzanne McNair,Corporate,122,6,1437,343,Loyal Customers
BE-14102,Bobby Elias,Consumer,65,4,141,421,Potential/Others
TB-212804,Toby Braunhardt,Consumer,584,6,2198,143,At Risk
SZ-200353,Sam Zeldin,Home Office,101,14,3999,354,Loyal Customers
NW-184004,Natalie Webber,Consumer,173,7,7233,245,At Risk
NC-185351,Nick Crebassa,Corporate,81,5,1137,332,Loyal Customers
JP-161351,Julie Prescott,Home Office,57,11,4659,455,Champions
AA-4801,Andrew Allen,Consumer,876,2,496,111,Lost Customers
JA-159702,Joseph Airdo,Consumer,163,8,5016,255,At Risk
CT-119951,Carol Triggs,Consumer,322,4,4812,225,Lost Customers
FW-43952,Fred Wasserman,Corporate,1,5,537,531,Loyal Customers
AI-108551,Arianne Irving,Consumer,309,4,1859,223,Lost Customers
CV-128052,Cynthia Voltz,Corporate,35,5,3926,434,Loyal Customers
TC-214753,Tony Chapman,Home Office,10,7,1776,543,Champions
CS-121302,Chad Sievert,Consumer,471,4,3528,124,Lost Customers
ES-40802,Erin Smith,Corporate,276,3,965,222,Lost Customers
SC-202301,Scot Coram,Corporate,30,10,8083,555,Champions
TB-116252,Trudy Brown,Consumer,399,3,854,122,Lost Customers
SC-207702,Stewart Carmichael,Corporate,104,6,1797,343,Loyal Customers
SV-208153,Stuart Van,Corporate,35,9,2629,454,Champions
RR-193151,Ralph Ritter,Consumer,63,10,7303,455,Champions
AA-106454,Anna Andreadi,Consumer,56,6,5087,435,Loyal Customers
SC-206953,Steve Chapman,Corporate,10,7,4596,545,Champions
GW-146051,Giulietta Weimer,Consumer,105,9,8000,355,Loyal Customers
AR-104051,Allen Rosenblatt,Corporate,55,6,2010,433,Loyal Customers
QJ-92552,Quincy Jones,Corporate,127,3,223,321,Potential/Others
FM-143803,Fred McMath,Consumer,479,3,796,122,Lost Customers
DC-132852,Debra Catini,Consumer,120,5,7308,335,Loyal Customers
DV-134654,Dianna Vittorini,Consumer,30,6,3343,544,Champions
JE-157454,Joel Eaton,Consumer,52,13,6762,455,Champions
ML-77552,Max Ludwig,Home Office,1289,1,51,111,Lost Customers
EB-39751,Erica Bern,Corporate,781,4,2074,123,Lost Customers
JD-61502,Justin Deggeller,Corporate,22,5,3652,534,Loyal Customers
GR-145603,Georgia Rosenberg,Corporate,68,7,1773,443,Champions
DE-32551,Deanra Eno,Home Office,521,2,142,111,Lost Customers
DL-133304,Denise Leinenbach,Consumer,58,4,585,422,Potential/Others
AG-5251,Andy Gerbode,Corporate,16,6,802,532,Loyal Customers
MV-174853,Mark Van Huff,Consumer,112,4,1202,322,Potential/Others
SV-209353,Susan Vittorini,Consumer,227,5,2406,233,At Risk
DO-34352,Denny Ordway,Consumer,72,5,1256,432,Loyal Customers
AH-4652,Amy Hunt,Consumer,799,2,112,111,Lost Customers
TS-214301,Tom Stivers,Corporate,49,9,2649,454,Champions
BS-116654,Brian Stugart,Consumer,583,3,3288,114,Lost Customers
TB-215201,Tracy Blumstein,Consumer,84,12,6371,355,Loyal Customers
BP-112303,Benjamin Patterson,Consumer,114,6,1612,333,Loyal Customers
CS-124003,Christopher Schild,Home Office,2,5,3041,534,Loyal Customers
LP-170804,Liz Pelletier,Consumer,41,4,757,422,Potential/Others
JH-58202,John Huston,Consumer,69,4,1438,423,Potential/Others
CC-22202,Chris Cortes,Consumer,486,5,944,132,At Risk
MS-175303,MaryBeth Skach,Consumer,192,8,2710,254,At Risk
AA-104801,Andrew Allen,Consumer,126,5,5946,335,Loyal Customers
LD-170052,Lisa DeCherney,Consumer,120,8,1956,353,Loyal Customers
PB-191503,Philip Brown,Consumer,6,12,3294,554,Champions
AG-109002,Arthur Gainer,Consumer,373,8,3108,144,At Risk
JG-53101,Jason Gross,Corporate,44,5,836,432,Loyal Customers
BW-11102,Bart Watters,Corporate,1286,1,17,111,Lost Customers
NS-186404,Noel Staavos,Corporate,175,13,2966,254,At Risk
GK-146204,Grace Kelly,Corporate,113,9,6498,355,Loyal Customers
PK-190753,Pete Kriz,Consumer,9,6,1651,543,Champions
SP-208602,Sung Pak,Corporate,97,6,4911,345,Loyal Customers
CT-119953,Carol Triggs,Consumer,29,6,2064,533,Loyal Customers
BW-112002,Ben Wallace,Consumer,57,4,1183,422,Potential/Others
LM-170654,Liz MacKendrick,Consumer,392,5,1347,132,At Risk
RP-193902,Resi Pölking,Consumer,96,6,1082,342,Loyal Customers
NB-85802,Nicole Brennan,Corporate,1284,1,100,111,Lost Customers
JD-160151,Joy Daniels,Consumer,49,5,3410,434,Loyal Customers
SC-206802,Steve Carroll,Home Office,22,9,1673,553,Champions
EP-39152,Emily Phan,Consumer,1284,1,193,111,Lost Customers
JD-160603,Julia Dunbar,Consumer,66,7,2760,444,Champions
NR-185503,Nick Radford,Consumer,83,7,3313,344,Loyal Customers
VB-217453,Victoria Brennan,Corporate,52,3,1097,422,Potential/Others
CD-122803,Christina DeMoss,Consumer,127,9,1628,353,Loyal Customers
SC-205751,Sonia Cooley,Consumer,119,9,2009,353,Loyal Customers
TC-114751,Tony Chapman,Home Office,205,2,448,211,Lost Customers
CR-126251,Corey Roper,Home Office,317,12,13043,255,At Risk
KB-165852,Ken Black,Corporate,94,5,4440,335,Loyal Customers
RA-192853,Ralph Arnett,Consumer,339,5,2964,234,At Risk
CP-20853,Cathy Prescott,Corporate,638,6,2814,134,At Risk
MY-173803,Maribeth Yedwab,Corporate,48,5,1198,432,Loyal Customers
RA-198852,Ruben Ausman,Corporate,266,7,2886,244,At Risk
KW-165701,Kelly Williams,Consumer,23,12,5505,555,Champions
MM-182801,Muhammed MacIntyre,Corporate,148,5,1582,333,Loyal Customers
RW-196304,Rob Williams,Corporate,90,9,3280,354,Loyal Customers
JP-161352,Julie Prescott,Home Office,192,10,2948,254,At Risk
TA-213851,Tom Ashbrook,Home Office,19,6,9717,545,Champions
CA-127754,Cynthia Arntzen,Consumer,121,7,3040,344,Loyal Customers
AC-106151,Ann Chong,Corporate,13,11,5753,555,Champions
SM-103202,Sean Miller,Home Office,157,3,53,221,Lost Customers
DR-129402,Daniel Raglin,Home Office,28,7,4652,545,Champions
TT-214603,Tonja Turnell,Home Office,62,10,2189,453,Champions
LL-168402,Lauren Leatherbury,Consumer,212,8,4256,254,At Risk
SB-202901,Sean Braxton,Corporate,169,5,5101,235,At Risk
SC-204402,Shaun Chance,Corporate,126,3,631,322,Potential/Others
BS-117553,Bruce Stewart,Consumer,19,9,4263,554,Champions
AG-102703,Alejandro Grove,Consumer,41,9,1622,453,Champions
PB-91502,Philip Brown,Consumer,143,7,3085,344,Loyal Customers
FP-143201,Frank Preis,Consumer,145,8,3973,354,Loyal Customers
GZ-45453,George Zrebassa,Corporate,31,4,3585,524,Potential/Others
SN-105603,Skye Norling,Home Office,14,3,312,521,Potential/Others
EH-141853,Evan Henry,Consumer,68,8,1906,453,Champions
DL-34952,Dionis Lloyd,Corporate,283,2,118,211,Lost Customers
MS-178302,Melanie Seite,Consumer,24,7,4366,545,Champions
DL-128654,Dan Lawera,Consumer,101,8,1504,353,Loyal Customers
KH-165102,Keith Herrera,Consumer,37,7,1409,443,Champions
KE-64202,Katrina Edelman,Corporate,1281,1,51,111,Lost Customers
KN-167053,Kristina Nunn,Home Office,664,4,441,121,Lost Customers
BF-111701,Ben Ferrer,Home Office,58,4,7092,425,Potential/Others
SK-199903,Sally Knutson,Consumer,118,8,5435,355,Loyal Customers
JE-157153,Joe Elijah,Consumer,50,4,556,422,Potential/Others
BD-116204,Brian DeCherney,Consumer,70,6,1539,433,Loyal Customers
PM-191351,Peter McVee,Home Office,574,4,2796,134,At Risk
MS-179804,Michael Stewart,Corporate,27,6,855,542,Champions
NG-184301,Nathan Gelder,Consumer,48,10,10114,455,Champions
RA-199154,Russell Applegate,Consumer,13,9,4794,555,Champions
AR-108254,Anthony Rawles,Corporate,59,8,4523,445,Champions
HA-149054,Helen Abelman,Consumer,70,7,2163,443,Champions
FW-143953,Fred Wasserman,Corporate,64,12,3118,454,Champions
MP-181751,Mike Pelletier,Home Office,23,13,9796,555,Champions
SP-108601,Sung Pak,Corporate,399,2,503,111,Lost Customers
EH-139454,Eric Hoffmann,Consumer,218,8,684,252,At Risk
TD-209952,Tamara Dahlen,Consumer,281,6,2730,244,At Risk
CB-124152,Christy Brittain,Consumer,461,6,5679,135,At Risk
AA-103151,Alex Avila,Consumer,9,5,1445,533,Loyal Customers
SV-107852,Stewart Visinsky,Consumer,30,4,137,531,Loyal Customers
TB-214003,Tom Boeckenhauer,Consumer,210,9,1622,253,At Risk
DL-133153,Delfina Latchford,Consumer,35,6,2007,433,Loyal Customers
MS-177704,Maxwell Schwartz,Consumer,122,9,3146,354,Loyal Customers
DM-135254,Don Miller,Corporate,482,3,1378,123,Lost Customers
MC-178454,Michael Chen,Consumer,2,7,3805,544,Champions
DC-128504,Dan Campbell,Consumer,38,9,3336,454,Champions
CK-127601,Cyma Kinney,Corporate,931,4,1002,122,Lost Customers
JK-61201,Julie Kriz,Home Office,643,3,625,122,Lost Customers
LH-169001,Lena Hernandez,Consumer,175,9,5730,255,At Risk
AB-106001,Ann Blume,Corporate,241,9,7148,255,At Risk
DP-133904,Dennis Pardue,Home Office,359,9,5482,155,At Risk
CG-125202,Claire Gute,Consumer,51,6,3538,434,Loyal Customers
CL-118901,Carl Ludwig,Consumer,128,7,6746,345,Loyal Customers
JD-157901,John Dryer,Consumer,329,8,3605,254,At Risk
MC-76051,Matt Connell,Corporate,1275,1,18,111,Lost Customers
LR-170353,Lisa Ryan,Corporate,46,8,3652,454,Champions
MT-180701,Michelle Tran,Home Office,210,10,2682,254,At Risk
SB-101852,Sarah Brown,Consumer,1100,2,332,111,Lost Customers
EP-139154,Emily Phan,Consumer,13,17,5481,555,Champions
BC-111254,Becky Castell,Home Office,203,9,2934,254,At Risk
MP-174702,Mark Packer,Home Office,6,6,4416,545,Champions
LB-167353,Larry Blacks,Consumer,44,14,8694,455,Champions
BS-18001,Bryan Spruell,Home Office,12,5,4163,534,Loyal Customers
HH-150102,Hilary Holden,Corporate,55,6,4155,444,Champions
RB-193301,Randy Bradley,Consumer,142,8,3794,354,Loyal Customers
EB-137054,Ed Braxton,Corporate,49,9,3643,454,Champions
MH-180254,Michelle Huthwaite,Consumer,50,5,2986,434,Loyal Customers
RS-194202,Ricardo Sperren,Corporate,100,9,5093,355,Loyal Customers
RC-198251,Roy Collins,Consumer,669,4,778,132,At Risk
JG-153102,Jason Gross,Corporate,80,5,3327,334,Loyal Customers
CM-118301,Cari MacIntyre,Corporate,36,7,4081,444,Champions
DG-133003,Deirdre Greer,Corporate,31,7,3034,544,Champions
GH-144104,Gary Hansen,Home Office,76,9,2819,454,Champions
KH-66902,Kristen Hastings,Corporate,1272,1,52,111,Lost Customers
DS-130304,Darrin Sayre,Home Office,94,4,1762,323,Potential/Others
DK-131503,David Kendrick,Corporate,422,6,4340,135,At Risk
BM-116504,Brian Moss,Corporate,34,11,6749,455,Champions
TG-113102,Toby Gnade,Consumer,1272,1,128,111,Lost Customers
KB-66001,Ken Brennan,Corporate,10,6,608,542,Champions
SW-202451,Scot Wooten,Consumer,119,6,6028,345,Loyal Customers
JK-152054,Jamie Kunitz,Consumer,62,5,4427,435,Loyal Customers
MH-174554,Mark Hamilton,Consumer,86,8,2456,353,Loyal Customers
BP-10501,Barry Pond,Corporate,121,4,2953,324,Potential/Others
DM-129552,Dario Medina,Corporate,41,9,3887,454,Champions
ME-177254,Max Engle,Consumer,29,8,1908,553,Champions
AC-104204,Alyssa Crouse,Corporate,233,3,926,212,Lost Customers
JS-58801,John Stevenson,Consumer,209,3,973,222,Lost Customers
PV-189854,Paul Van Hugh,Home Office,90,5,2875,334,Loyal Customers
AB-101503,Aimee Bixby,Consumer,36,9,2523,453,Champions
DA-134501,Dianna Arnett,Home Office,124,6,3460,334,Loyal Customers
TH-115503,Tracy Hopkins,Home Office,1269,1,11,111,Lost Customers
JH-161803,Justin Hirsh,Consumer,70,5,4133,434,Loyal Customers
ES-140202,Erica Smith,Consumer,1,11,4999,555,Champions
DL-133152,Delfina Latchford,Consumer,19,9,13191,555,Champions
AW-109304,Arthur Wiediger,Home Office,47,7,2853,444,Champions
HE-148003,Harold Engle,Corporate,462,12,5308,155,At Risk
BF-109754,Barbara Fisher,Corporate,92,7,600,342,Loyal Customers
SS-205154,Shirley Schmidt,Home Office,492,3,523,121,Lost Customers
PB-191504,Philip Brown,Consumer,98,8,1457,353,Loyal Customers
PW-190302,Pauline Webber,Corporate,8,8,5988,555,Champions
CR-27302,Craig Reiter,Consumer,248,5,374,231,At Risk
CG-20402,Catherine Glotzbach,Home Office,379,3,483,121,Lost Customers
TS-213403,Toby Swindell,Consumer,43,10,7195,455,Champions
PS-187602,Pamela Stobb,Consumer,191,6,6533,245,At Risk
CC-126101,Corey Catlett,Corporate,17,11,5637,555,Champions
PR-88803,Patrick Ryan,Consumer,1226,2,279,111,Lost Customers
KB-165851,Ken Black,Corporate,253,6,8274,245,At Risk
JG-151153,Jack Garza,Consumer,421,7,4476,145,At Risk
MG-176801,Maureen Gastineau,Home Office,37,13,9028,455,Champions
DB-129103,Daniel Byrd,Home Office,3,10,3307,554,Champions
DB-136152,Doug Bickford,Consumer,578,9,3874,154,At Risk
JL-151304,Jack Lebron,Consumer,9,6,1215,542,Champions
SR-207402,Steven Roelle,Home Office,24,8,5845,555,Champions
DE-32552,Deanra Eno,Home Office,49,6,2573,434,Loyal Customers
XP-118651,Xylona Preis,Consumer,667,2,304,111,Lost Customers
KH-63301,Katharine Harms,Corporate,103,6,1311,342,Loyal Customers
ND-184603,Neil Ducich,Corporate,163,5,2663,234,At Risk
ES-140203,Erica Smith,Consumer,77,7,2377,343,Loyal Customers
AH-101204,Adrian Hane,Home Office,61,7,1736,443,Champions
